Thumbnail,Roll,Shot Name,Version,Type,Path
,A206C024_240315_R29Q.%07d.exr,샷명_자동생성예정,v001,sequence,/home/rapa/westworld_serin/converter/westworld/20241226_2/097_A206C024_240315_R29Q
